order_id,order_date,warehouse,customer_city,carrier,product_category,distance_km,weight_kg,shipping_cost_eur,sla_days,promised_delivery,actual_delivery,actual_days,status,delay_days,delay_reason,month,week,day_of_week
AMZ-01153,2024-01-15,Cologne-WAR,Augsburg,FedEx,Cables & Accessories,402.5,32.3,43.77,3,2024-01-18,2024-01-20,5,Late,2,Carrier Delay,January,3,Monday
AMZ-01154,2024-01-15,Hamburg-WAR,Dortmund,Hermes,Hardware,284.1,17.9,29.66,2,2024-01-17,2024-01-16,1,On-Time,0,None,January,3,Monday
AMZ-01155,2024-01-15,Berlin-WAR,Cologne,DHL,Electronics,476.8,37.4,53.61,3,2024-01-18,2024-01-18,3,On-Time,0,None,January,3,Monday
AMZ-01156,2024-01-15,Hamburg-WAR,Hannover,Hermes,Cables & Accessories,132.5,16.6,20.56,2,2024-01-17,2024-01-17,2,On-Time,0,None,January,3,Monday
AMZ-01157,2024-01-15,Hamburg-WAR,Stuttgart,FedEx,Electronics,533.5,33.9,56.91,3,2024-01-18,2024-01-17,2,On-Time,0,None,January,3,Monday
AMZ-01158,2024-01-15,Cologne-WAR,Bochum,UPS,Hardware,62.7,11.2,10.64,1,2024-01-16,2024-01-16,1,On-Time,0,None,January,3,Monday
AMZ-01159,2024-01-15,Munich-WAR,Mannheim,UPS,Storage Devices,272.7,33.5,35.06,2,2024-01-17,2024-01-17,2,On-Time,0,None,January,3,Monday
AMZ-01160,2024-01-15,Berlin-WAR,Dusseldorf,Hermes,Spare Parts,476.4,38.5,60.39,3,2024-01-18,2024-01-18,3,On-Time,0,None,January,3,Monday
AMZ-01161,2024-01-15,Berlin-WAR,Wuppertal,UPS,Spare Parts,448.0,6.9,39.55,3,2024-01-18,2024-01-18,3,On-Time,0,None,January,3,Monday
AMZ-01162,2024-01-15,Berlin-WAR,Nuremberg,DHL,Networking Equipment,378.0,1.4,33.54,2,2024-01-17,2024-01-16,1,On-Time,0,None,January,3,Monday
AMZ-01163,2024-01-15,Cologne-WAR,Nuremberg,UPS,Hardware,336.8,6.2,27.16,2,2024-01-17,2024-01-16,1,On-Time,0,None,January,3,Monday
AMZ-01164,2024-01-15,Munich-WAR,Munich,UPS,Electronics,0.0,12.5,6.36,1,2024-01-16,2024-01-16,1,On-Time,0,None,January,3,Monday
AMZ-01165,2024-01-15,Munich-WAR,Dresden,DPD,Hardware,359.0,39.1,44.18,2,2024-01-17,2024-01-17,2,On-Time,0,None,January,3,Monday
AMZ-01166,2024-01-15,Munich-WAR,Hannover,DPD,Spare Parts,488.4,5.6,39.82,3,2024-01-18,2024-01-18,3,On-Time,0,None,January,3,Monday
AMZ-01167,2024-01-16,Berlin-WAR,Stuttgart,UPS,Networking Equipment,511.1,37.8,62.9,3,2024-01-19,2024-01-19,3,On-Time,0,None,January,3,Tuesday
AMZ-01168,2024-01-16,Munich-WAR,Cologne,UPS,Electronics,456.0,23.7,49.6,3,2024-01-19,2024-01-19,3,On-Time,0,None,January,3,Tuesday
AMZ-01169,2024-01-16,Munich-WAR,Bielefeld,DHL,Hardware,483.1,23.4,45.69,3,2024-01-19,2024-01-19,3,On-Time,0,None,January,3,Tuesday
AMZ-01170,2024-01-16,Berlin-WAR,Munich,FedEx,Storage Devices,503.8,25.6,52.71,3,2024-01-19,2024-01-19,3,On-Time,0,None,January,3,Tuesday
AMZ-01171,2024-01-16,Frankfurt-WAR,Mannheim,DPD,Hardware,70.6,30.4,20.85,1,2024-01-17,2024-01-19,3,Late,2,Carrier Delay,January,3,Tuesday
AMZ-01172,2024-01-16,Munich-WAR,Munich,FedEx,Cables & Accessories,0.0,9.0,4.27,1,2024-01-17,2024-01-17,1,On-Time,0,None,January,3,Tuesday
AMZ-01173,2024-01-16,Cologne-WAR,Bielefeld,FedEx,Spare Parts,162.0,18.5,24.07,2,2024-01-18,2024-01-18,2,On-Time,0,None,January,3,Tuesday
AMZ-01174,2024-01-16,Cologne-WAR,Hamburg,Hermes,Electronics,356.4,16.8,37.34,2,2024-01-18,2024-01-18,2,On-Time,0,None,January,3,Tuesday
AMZ-01175,2024-01-16,Cologne-WAR,Cologne,Hermes,Electronics,0.0,29.3,13.6,1,2024-01-17,2024-01-17,1,On-Time,0,None,January,3,Tuesday
AMZ-01176,2024-01-16,Hamburg-WAR,Augsburg,DHL,Hardware,579.4,28.2,62.19,3,2024-01-19,2024-01-19,3,On-Time,0,None,January,3,Tuesday
AMZ-01177,2024-01-16,Cologne-WAR,Munich,UPS,Storage Devices,456.0,18.4,44.42,3,2024-01-19,2024-01-19,3,On-Time,0,None,January,3,Tuesday
AMZ-01178,2024-01-16,Munich-WAR,Wuppertal,DPD,Spare Parts,469.7,50.0,58.26,3,2024-01-19,2024-01-19,3,On-Time,0,None,January,3,Tuesday
AMZ-01179,2024-01-16,Cologne-WAR,Bonn,FedEx,Electronics,25.3,33.3,20.08,1,2024-01-17,2024-01-17,1,On-Time,0,None,January,3,Tuesday
AMZ-01180,2024-01-16,Hamburg-WAR,Stuttgart,DPD,Cables & Accessories,533.5,38.7,65.86,3,2024-01-19,2024-01-18,2,On-Time,0,None,January,3,Tuesday
AMZ-01181,2024-01-16,Berlin-WAR,Duisburg,Hermes,Cables & Accessories,470.5,36.1,60.92,3,2024-01-19,2024-01-18,2,On-Time,0,None,January,3,Tuesday
AMZ-01182,2024-01-16,Hamburg-WAR,Bonn,DPD,Hardware,370.7,48.3,56.87,2,2024-01-18,2024-01-19,3,Late,1,Wrong Routing,January,3,Tuesday
AMZ-01183,2024-01-16,Cologne-WAR,Bochum,UPS,Hardware,62.7,39.0,24.53,1,2024-01-17,2024-01-17,1,On-Time,0,None,January,3,Tuesday
AMZ-01184,2024-01-16,Hamburg-WAR,Augsburg,DPD,Hardware,579.4,3.1,47.72,3,2024-01-19,2024-01-19,3,On-Time,0,None,January,3,Tuesday
AMZ-01185,2024-01-17,Berlin-WAR,Bremen,DHL,Spare Parts,315.4,14.0,34.84,2,2024-01-19,2024-01-18,1,On-Time,0,None,January,3,Wednesday
AMZ-01186,2024-01-17,Berlin-WAR,Leipzig,UPS,Hardware,149.0,46.6,34.62,2,2024-01-19,2024-01-19,2,On-Time,0,None,January,3,Wednesday
AMZ-01187,2024-01-17,Hamburg-WAR,Nuremberg,DHL,Hardware,462.0,11.6,41.21,3,2024-01-20,2024-01-20,3,On-Time,0,None,January,3,Wednesday
AMZ-01188,2024-01-17,Hamburg-WAR,Cologne,DHL,Hardware,356.4,45.9,51.18,2,2024-01-19,2024-01-18,1,On-Time,0,None,January,3,Wednesday
AMZ-01189,2024-01-17,Frankfurt-WAR,Augsburg,DHL,Electronics,251.8,1.4,19.66,2,2024-01-19,2024-01-18,1,On-Time,0,None,January,3,Wednesday
AMZ-01190,2024-01-17,Berlin-WAR,Bremen,DPD,Hardware,315.4,6.5,26.99,2,2024-01-19,2024-01-18,1,On-Time,0,None,January,3,Wednesday
AMZ-01191,2024-01-17,Berlin-WAR,Frankfurt,UPS,Storage Devices,423.4,27.0,48.63,3,2024-01-20,2024-01-20,3,On-Time,0,None,January,3,Wednesday
AMZ-01192,2024-01-17,Munich-WAR,Duisburg,DHL,Storage Devices,503.4,18.0,49.96,3,2024-01-20,2024-01-20,3,On-Time,0,None,January,3,Wednesday
AMZ-01193,2024-01-17,Cologne-WAR,Hannover,DHL,Storage Devices,248.6,27.4,35.51,2,2024-01-19,2024-01-19,2,On-Time,0,None,January,3,Wednesday
AMZ-01194,2024-01-17,Frankfurt-WAR,Wuppertal,DHL,Cables & Accessories,166.3,19.7,22.57,2,2024-01-19,2024-01-19,2,On-Time,0,None,January,3,Wednesday
AMZ-01195,2024-01-17,Berlin-WAR,Hannover,DPD,Cables & Accessories,249.3,33.0,33.55,2,2024-01-19,2024-01-19,2,On-Time,0,None,January,3,Wednesday
AMZ-01196,2024-01-17,Hamburg-WAR,Hamburg,Hermes,Storage Devices,0.0,17.3,8.9,1,2024-01-18,2024-01-20,3,Late,2,Address Issue,January,3,Wednesday
AMZ-01197,2024-01-17,Frankfurt-WAR,Stuttgart,DPD,Electronics,152.2,35.9,32.8,2,2024-01-19,2024-01-19,2,On-Time,0,None,January,3,Wednesday
AMZ-01198,2024-01-17,Berlin-WAR,Dusseldorf,DHL,Hardware,476.4,46.7,61.65,3,2024-01-20,2024-01-23,6,Late,3,Warehouse Delay,January,3,Wednesday
AMZ-01199,2024-01-17,Munich-WAR,Hamburg,DPD,Hardware,611.7,18.2,61.29,3,2024-01-20,2024-01-20,3,On-Time,0,None,January,3,Wednesday
AMZ-01200,2024-01-17,Munich-WAR,Frankfurt,Hermes,Networking Equipment,304.1,44.5,48.85,2,2024-01-19,2024-01-21,4,Late,2,Wrong Routing,January,3,Wednesday
AMZ-01201,2024-01-18,Frankfurt-WAR,Wuppertal,Hermes,Storage Devices,166.3,13.7,18.47,2,2024-01-20,2024-01-19,1,On-Time,0,None,January,3,Thursday
AMZ-01202,2024-01-18,Cologne-WAR,Stuttgart,FedEx,Hardware,288.1,16.4,28.62,2,2024-01-20,2024-01-20,2,On-Time,0,None,January,3,Thursday
AMZ-01203,2024-01-18,Frankfurt-WAR,Augsburg,UPS,Spare Parts,251.8,34.6,36.33,2,2024-01-20,2024-01-20,2,On-Time,0,None,January,3,Thursday
AMZ-01204,2024-01-18,Cologne-WAR,Duisburg,Hermes,Cables & Accessories,56.2,49.0,31.6,1,2024-01-19,2024-01-19,1,On-Time,0,None,January,3,Thursday
AMZ-01205,2024-01-18,Munich-WAR,Bielefeld,DPD,Electronics,483.1,7.6,43.36,3,2024-01-21,2024-01-21,3,On-Time,0,None,January,3,Thursday
AMZ-01206,2024-01-18,Hamburg-WAR,Munich,DPD,Cables & Accessories,611.7,18.6,56.87,3,2024-01-21,2024-01-21,3,On-Time,0,None,January,3,Thursday
AMZ-01207,2024-01-18,Frankfurt-WAR,Hannover,Hermes,Networking Equipment,261.7,38.3,40.68,2,2024-01-20,2024-01-19,1,On-Time,0,None,January,3,Thursday
AMZ-01208,2024-01-18,Munich-WAR,Dortmund,DPD,Electronics,476.6,1.8,36.58,3,2024-01-21,2024-01-21,3,On-Time,0,None,January,3,Thursday
AMZ-01209,2024-01-18,Munich-WAR,Dortmund,UPS,Spare Parts,476.6,49.8,60.33,3,2024-01-21,2024-01-23,5,Late,2,Weather Conditions,January,3,Thursday
AMZ-01210,2024-01-18,Berlin-WAR,Cologne,DHL,Networking Equipment,476.8,9.0,44.47,3,2024-01-21,2024-01-23,5,Late,2,Address Issue,January,3,Thursday
AMZ-01211,2024-01-19,Berlin-WAR,Bonn,FedEx,Hardware,478.1,44.6,64.8,3,2024-01-22,2024-01-22,3,On-Time,0,None,January,3,Friday
AMZ-01212,2024-01-19,Munich-WAR,Bielefeld,DPD,Electronics,483.1,49.3,67.0,3,2024-01-22,2024-01-21,2,On-Time,0,None,January,3,Friday
AMZ-01213,2024-01-19,Berlin-WAR,Hannover,FedEx,Storage Devices,249.3,18.8,31.12,2,2024-01-21,2024-01-21,2,On-Time,0,None,January,3,Friday
AMZ-01214,2024-01-19,Berlin-WAR,Bremen,UPS,Cables & Accessories,315.4,36.1,43.5,2,2024-01-21,2024-01-21,2,On-Time,0,None,January,3,Friday
AMZ-01215,2024-01-19,Hamburg-WAR,Dresden,DHL,Networking Equipment,376.7,23.6,42.08,2,2024-01-21,2024-01-21,2,On-Time,0,None,January,3,Friday
AMZ-01216,2024-01-19,Hamburg-WAR,Duisburg,FedEx,Electronics,321.9,41.7,46.77,2,2024-01-21,2024-01-21,2,On-Time,0,None,January,3,Friday
AMZ-01217,2024-01-19,Munich-WAR,Leipzig,Hermes,Storage Devices,360.3,44.8,54.77,2,2024-01-21,2024-01-21,2,On-Time,0,None,January,3,Friday
AMZ-01218,2024-01-19,Hamburg-WAR,Bremen,FedEx,Storage Devices,95.3,5.1,10.46,1,2024-01-20,2024-01-20,1,On-Time,0,None,January,3,Friday
AMZ-01219,2024-01-19,Hamburg-WAR,Augsburg,FedEx,Hardware,579.4,42.2,68.31,3,2024-01-22,2024-01-22,3,On-Time,0,None,January,3,Friday
AMZ-01220,2024-01-19,Berlin-WAR,Hamburg,FedEx,Hardware,254.5,32.7,38.67,2,2024-01-21,2024-01-21,2,On-Time,0,None,January,3,Friday
AMZ-01221,2024-01-19,Frankfurt-WAR,Bonn,Hermes,Cables & Accessories,131.5,47.9,34.35,2,2024-01-21,2024-01-20,1,On-Time,0,None,January,3,Friday
AMZ-01222,2024-01-19,Munich-WAR,Bochum,DHL,Cables & Accessories,485.4,3.5,40.09,3,2024-01-22,2024-01-22,3,On-Time,0,None,January,3,Friday
AMZ-01223,2024-01-19,Munich-WAR,Augsburg,DPD,Hardware,56.5,43.1,25.13,1,2024-01-20,2024-01-22,3,Late,2,Warehouse Delay,January,3,Friday
AMZ-01224,2024-01-20,Munich-WAR,Bielefeld,FedEx,Electronics,483.1,16.3,46.49,3,2024-01-23,2024-01-23,3,On-Time,0,None,January,3,Saturday
AMZ-01225,2024-01-20,Hamburg-WAR,Frankfurt,DHL,Hardware,393.1,47.3,59.11,2,2024-01-22,2024-01-22,2,On-Time,0,None,January,3,Saturday
AMZ-01226,2024-01-20,Munich-WAR,Mannheim,Hermes,Spare Parts,272.7,38.3,40.95,2,2024-01-22,2024-01-21,1,On-Time,0,None,January,3,Saturday
AMZ-01227,2024-01-20,Munich-WAR,Wuppertal,DHL,Electronics,469.7,47.3,61.29,3,2024-01-23,2024-01-24,4,Late,1,Traffic Congestion,January,3,Saturday
AMZ-01228,2024-01-21,Berlin-WAR,Hamburg,Hermes,Networking Equipment,254.5,30.1,37.84,2,2024-01-23,2024-01-23,2,On-Time,0,None,January,3,Sunday
AMZ-01229,2024-01-21,Cologne-WAR,Berlin,DHL,Networking Equipment,476.8,7.1,39.73,3,2024-01-24,2024-01-23,2,On-Time,0,None,January,3,Sunday
AMZ-01230,2024-01-21,Munich-WAR,Hamburg,UPS,Electronics,611.7,28.7,59.42,3,2024-01-24,2024-01-24,3,On-Time,0,None,January,3,Sunday
AMZ-01231,2024-01-21,Frankfurt-WAR,Bielefeld,UPS,Storage Devices,212.6,14.3,26.52,2,2024-01-23,2024-01-23,2,On-Time,0,None,January,3,Sunday
AMZ-01232,2024-01-21,Hamburg-WAR,Frankfurt,UPS,Hardware,393.1,39.8,49.7,2,2024-01-23,2024-01-24,3,Late,1,Weather Conditions,January,3,Sunday
AMZ-01233,2024-01-22,Cologne-WAR,Nuremberg,FedEx,Electronics,336.8,2.7,26.24,2,2024-01-24,2024-01-23,1,On-Time,0,None,January,4,Monday
AMZ-01234,2024-01-22,Cologne-WAR,Bochum,DPD,Storage Devices,62.7,44.7,25.4,1,2024-01-23,2024-01-25,3,Late,2,Weather Conditions,January,4,Monday
AMZ-01235,2024-01-22,Frankfurt-WAR,Augsburg,Hermes,Storage Devices,251.8,17.2,30.63,2,2024-01-24,2024-01-24,2,On-Time,0,None,January,4,Monday
AMZ-01236,2024-01-22,Frankfurt-WAR,Berlin,Hermes,Hardware,423.4,33.9,55.7,3,2024-01-25,2024-01-25,3,On-Time,0,None,January,4,Monday
AMZ-01237,2024-01-22,Cologne-WAR,Wuppertal,Hermes,Cables & Accessories,40.1,39.3,24.12,1,2024-01-23,2024-01-23,1,On-Time,0,None,January,4,Monday
AMZ-01238,2024-01-22,Cologne-WAR,Wuppertal,DPD,Storage Devices,40.1,31.6,19.46,1,2024-01-23,2024-01-23,1,On-Time,0,None,January,4,Monday
AMZ-01239,2024-01-22,Hamburg-WAR,Hamburg,FedEx,Cables & Accessories,0.0,5.9,2.67,1,2024-01-23,2024-01-23,1,On-Time,0,None,January,4,Monday
AMZ-01240,2024-01-22,Frankfurt-WAR,Dusseldorf,UPS,Storage Devices,182.9,38.9,36.94,2,2024-01-24,2024-01-24,2,On-Time,0,None,January,4,Monday
AMZ-01241,2024-01-22,Hamburg-WAR,Bielefeld,DPD,Storage Devices,196.8,16.6,24.82,2,2024-01-24,2024-01-24,2,On-Time,0,None,January,4,Monday
AMZ-01242,2024-01-22,Hamburg-WAR,Bochum,FedEx,Hardware,297.2,27.5,38.85,2,2024-01-24,2024-01-24,2,On-Time,0,None,January,4,Monday
AMZ-01243,2024-01-22,Cologne-WAR,Wuppertal,DPD,Spare Parts,40.1,14.3,9.94,1,2024-01-23,2024-01-25,3,Late,2,Wrong Routing,January,4,Monday
AMZ-01244,2024-01-22,Hamburg-WAR,Wuppertal,Hermes,Networking Equipment,317.1,17.8,37.24,2,2024-01-24,2024-01-24,2,On-Time,0,None,January,4,Monday
AMZ-01245,2024-01-22,Munich-WAR,Frankfurt,FedEx,Cables & Accessories,304.1,27.4,41.04,2,2024-01-24,2024-01-24,2,On-Time,0,None,January,4,Monday
AMZ-01246,2024-01-22,Hamburg-WAR,Bremen,DHL,Hardware,95.3,47.8,28.87,1,2024-01-23,2024-01-25,3,Late,2,Address Issue,January,4,Monday
AMZ-01247,2024-01-22,Frankfurt-WAR,Dusseldorf,DPD,Storage Devices,182.9,13.9,21.85,2,2024-01-24,2024-01-24,2,On-Time,0,None,January,4,Monday
AMZ-01248,2024-01-22,Cologne-WAR,Mannheim,DPD,Spare Parts,193.7,3.0,18.38,2,2024-01-24,2024-01-24,2,On-Time,0,None,January,4,Monday
AMZ-01249,2024-01-22,Berlin-WAR,Frankfurt,UPS,Hardware,423.4,36.0,47.73,3,2024-01-25,2024-01-25,3,On-Time,0,None,January,4,Monday
AMZ-01250,2024-01-23,Hamburg-WAR,Duisburg,UPS,Networking Equipment,321.9,32.7,44.26,2,2024-01-25,2024-01-25,2,On-Time,0,None,January,4,Tuesday
AMZ-01251,2024-01-23,Berlin-WAR,Munich,FedEx,Spare Parts,503.8,27.0,56.21,3,2024-01-26,2024-01-27,4,Late,1,Warehouse Delay,January,4,Tuesday
AMZ-01252,2024-01-23,Hamburg-WAR,Hamburg,UPS,Networking Equipment,0.0,9.7,5.09,1,2024-01-24,2024-01-24,1,On-Time,0,None,January,4,Tuesday
AMZ-01253,2024-01-23,Berlin-WAR,Berlin,Hermes,Storage Devices,0.0,30.3,16.45,1,2024-01-24,2024-01-24,1,On-Time,0,None,January,4,Tuesday
AMZ-01254,2024-01-23,Cologne-WAR,Bielefeld,UPS,Spare Parts,162.0,42.6,34.04,2,2024-01-25,2024-01-25,2,On-Time,0,None,January,4,Tuesday
AMZ-01255,2024-01-23,Munich-WAR,Stuttgart,UPS,Cables & Accessories,190.7,13.2,20.49,2,2024-01-25,2024-01-25,2,On-Time,0,None,January,4,Tuesday
AMZ-01256,2024-01-23,Cologne-WAR,Dusseldorf,DPD,Storage Devices,34.6,42.9,26.14,1,2024-01-24,2024-01-24,1,On-Time,0,None,January,4,Tuesday
AMZ-01257,2024-01-23,Berlin-WAR,Nuremberg,DHL,Spare Parts,378.0,49.1,54.54,2,2024-01-25,2024-01-26,3,Late,1,Wrong Routing,January,4,Tuesday
AMZ-01258,2024-01-23,Frankfurt-WAR,Leipzig,UPS,Hardware,293.5,47.7,45.46,2,2024-01-25,2024-01-25,2,On-Time,0,None,January,4,Tuesday
AMZ-01259,2024-01-23,Munich-WAR,Hannover,DPD,Electronics,488.4,33.6,55.48,3,2024-01-26,2024-01-26,3,On-Time,0,None,January,4,Tuesday
AMZ-01260,2024-01-23,Berlin-WAR,Bremen,Hermes,Storage Devices,315.4,11.4,33.76,2,2024-01-25,2024-01-24,1,On-Time,0,None,January,4,Tuesday
AMZ-01261,2024-01-23,Cologne-WAR,Hannover,UPS,Cables & Accessories,248.6,27.7,33.54,2,2024-01-25,2024-01-25,2,On-Time,0,None,January,4,Tuesday
AMZ-01262,2024-01-23,Hamburg-WAR,Augsburg,DHL,Storage Devices,579.4,22.6,60.0,3,2024-01-26,2024-01-26,3,On-Time,0,None,January,4,Tuesday
AMZ-01263,2024-01-23,Berlin-WAR,Bonn,FedEx,Spare Parts,478.1,28.8,48.96,3,2024-01-26,2024-01-25,2,On-Time,0,None,January,4,Tuesday
AMZ-01264,2024-01-23,Berlin-WAR,Dusseldorf,FedEx,Networking Equipment,476.4,5.0,40.69,3,2024-01-26,2024-01-25,2,On-Time,0,None,January,4,Tuesday
AMZ-01265,2024-01-23,Hamburg-WAR,Bielefeld,UPS,Networking Equipment,196.8,28.4,30.29,2,2024-01-25,2024-01-25,2,On-Time,0,None,January,4,Tuesday
AMZ-01266,2024-01-24,Frankfurt-WAR,Dortmund,DHL,Cables & Accessories,177.4,11.3,18.15,2,2024-01-26,2024-01-26,2,On-Time,0,None,January,4,Wednesday
AMZ-01267,2024-01-24,Cologne-WAR,Hamburg,DHL,Networking Equipment,356.4,2.1,29.02,2,2024-01-26,2024-01-25,1,On-Time,0,None,January,4,Wednesday
AMZ-01268,2024-01-24,Munich-WAR,Nuremberg,UPS,Networking Equipment,150.2,19.1,22.35,2,2024-01-26,2024-01-26,2,On-Time,0,None,January,4,Wednesday
AMZ-01269,2024-01-24,Munich-WAR,Frankfurt,DPD,Storage Devices,304.1,20.0,31.77,2,2024-01-26,2024-01-27,3,Late,1,Carrier Delay,January,4,Wednesday
AMZ-01270,2024-01-24,Munich-WAR,Bochum,FedEx,Networking Equipment,485.4,26.8,55.61,3,2024-01-27,2024-01-27,3,On-Time,0,None,January,4,Wednesday
AMZ-01271,2024-01-24,Hamburg-WAR,Dortmund,DPD,Cables & Accessories,284.1,38.4,38.01,2,2024-01-26,2024-01-26,2,On-Time,0,None,January,4,Wednesday
AMZ-01272,2024-01-24,Hamburg-WAR,Dusseldorf,DHL,Electronics,338.0,29.9,41.54,2,2024-01-26,2024-01-26,2,On-Time,0,None,January,4,Wednesday
AMZ-01273,2024-01-24,Hamburg-WAR,Hamburg,UPS,Networking Equipment,0.0,12.1,5.71,1,2024-01-25,2024-01-25,1,On-Time,0,None,January,4,Wednesday
AMZ-01274,2024-01-25,Cologne-WAR,Bremen,DPD,Cables & Accessories,269.2,29.0,36.59,2,2024-01-27,2024-01-27,2,On-Time,0,None,January,4,Thursday
AMZ-01275,2024-01-25,Hamburg-WAR,Bremen,DPD,Cables & Accessories,95.3,26.3,20.42,1,2024-01-26,2024-01-26,1,On-Time,0,None,January,4,Thursday
AMZ-01276,2024-01-25,Frankfurt-WAR,Bonn,UPS,Electronics,131.5,48.6,37.89,2,2024-01-27,2024-01-27,2,On-Time,0,None,January,4,Thursday
AMZ-01277,2024-01-25,Frankfurt-WAR,Duisburg,DPD,Hardware,199.4,19.1,26.8,2,2024-01-27,2024-01-27,2,On-Time,0,None,January,4,Thursday
AMZ-01278,2024-01-25,Munich-WAR,Cologne,UPS,Electronics,456.0,28.3,55.37,3,2024-01-28,2024-01-28,3,On-Time,0,None,January,4,Thursday
AMZ-01279,2024-01-25,Frankfurt-WAR,Leipzig,Hermes,Spare Parts,293.5,16.8,29.2,2,2024-01-27,2024-01-27,2,On-Time,0,None,January,4,Thursday
AMZ-01280,2024-01-25,Berlin-WAR,Bonn,DPD,Electronics,478.1,13.8,46.71,3,2024-01-28,2024-01-28,3,On-Time,0,None,January,4,Thursday
AMZ-01281,2024-01-25,Hamburg-WAR,Mannheim,FedEx,Spare Parts,463.7,24.2,52.83,3,2024-01-28,2024-01-28,3,On-Time,0,None,January,4,Thursday
AMZ-01282,2024-01-25,Hamburg-WAR,Dusseldorf,DHL,Cables & Accessories,338.0,50.0,51.82,2,2024-01-27,2024-01-27,2,On-Time,0,None,January,4,Thursday
AMZ-01283,2024-01-25,Frankfurt-WAR,Leipzig,FedEx,Hardware,293.5,38.9,41.91,2,2024-01-27,2024-01-27,2,On-Time,0,None,January,4,Thursday
AMZ-01284,2024-01-26,Munich-WAR,Hannover,FedEx,Networking Equipment,488.4,23.6,53.95,3,2024-01-29,2024-01-29,3,On-Time,0,None,January,4,Friday
AMZ-01285,2024-01-26,Hamburg-WAR,Hannover,Hermes,Networking Equipment,132.5,2.8,12.87,2,2024-01-28,2024-01-28,2,On-Time,0,None,January,4,Friday
AMZ-01286,2024-01-26,Munich-WAR,Bonn,FedEx,Storage Devices,433.3,36.1,50.56,3,2024-01-29,2024-01-29,3,On-Time,0,None,January,4,Friday
AMZ-01287,2024-01-26,Frankfurt-WAR,Mannheim,DPD,Networking Equipment,70.6,27.8,21.28,1,2024-01-27,2024-01-27,1,On-Time,0,None,January,4,Friday
AMZ-01288,2024-01-26,Frankfurt-WAR,Bochum,DPD,Cables & Accessories,183.7,39.9,32.35,2,2024-01-28,2024-01-27,1,On-Time,0,None,January,4,Friday
AMZ-01289,2024-01-26,Hamburg-WAR,Bonn,DHL,Storage Devices,370.7,2.2,32.89,2,2024-01-28,2024-01-29,3,Late,1,Carrier Delay,January,4,Friday
AMZ-01290,2024-01-26,Frankfurt-WAR,Cologne,DPD,Electronics,152.6,35.5,27.02,2,2024-01-28,2024-01-28,2,On-Time,0,None,January,4,Friday
AMZ-01291,2024-01-26,Berlin-WAR,Augsburg,FedEx,Networking Equipment,494.2,33.1,50.65,3,2024-01-29,2024-01-28,2,On-Time,0,None,January,4,Friday
AMZ-01292,2024-01-26,Berlin-WAR,Berlin,FedEx,Cables & Accessories,0.0,14.1,7.72,1,2024-01-27,2024-01-27,1,On-Time,0,None,January,4,Friday
AMZ-01293,2024-01-26,Hamburg-WAR,Frankfurt,DHL,Storage Devices,393.1,7.9,33.22,2,2024-01-28,2024-01-28,2,On-Time,0,None,January,4,Friday
AMZ-01294,2024-01-26,Munich-WAR,Nuremberg,DHL,Hardware,150.2,48.0,35.72,2,2024-01-28,2024-01-28,2,On-Time,0,None,January,4,Friday
AMZ-01295,2024-01-26,Munich-WAR,Munich,DHL,Electronics,0.0,20.6,10.05,1,2024-01-27,2024-01-27,1,On-Time,0,None,January,4,Friday
AMZ-01296,2024-01-27,Berlin-WAR,Wuppertal,UPS,Cables & Accessories,448.0,39.3,56.22,3,2024-01-30,2024-01-31,4,Late,1,Traffic Congestion,January,4,Saturday
AMZ-01297,2024-01-27,Berlin-WAR,Leipzig,DPD,Cables & Accessories,149.0,44.4,33.95,2,2024-01-29,2024-01-29,2,On-Time,0,None,January,4,Saturday
AMZ-01298,2024-01-27,Munich-WAR,Bonn,FedEx,Cables & Accessories,433.3,2.1,38.78,3,2024-01-30,2024-01-30,3,On-Time,0,None,January,4,Saturday
AMZ-01299,2024-01-27,Cologne-WAR,Cologne,UPS,Electronics,0.0,15.3,7.75,1,2024-01-28,2024-01-28,1,On-Time,0,None,January,4,Saturday
AMZ-01300,2024-01-28,Frankfurt-WAR,Cologne,DHL,Storage Devices,152.6,37.4,29.96,2,2024-01-30,2024-01-30,2,On-Time,0,None,January,4,Sunday
AMZ-01301,2024-01-28,Berlin-WAR,Dresden,FedEx,Storage Devices,165.1,47.8,36.34,2,2024-01-30,2024-01-30,2,On-Time,0,None,January,4,Sunday
AMZ-01302,2024-01-28,Munich-WAR,Bochum,UPS,Spare Parts,485.4,18.1,52.11,3,2024-01-31,2024-01-30,2,On-Time,0,None,January,4,Sunday
AMZ-01303,2024-01-28,Berlin-WAR,Augsburg,Hermes,Spare Parts,494.2,35.8,52.63,3,2024-01-31,2024-01-31,3,On-Time,0,None,January,4,Sunday
AMZ-01304,2024-01-28,Frankfurt-WAR,Dresden,Hermes,Electronics,372.2,5.0,35.13,2,2024-01-30,2024-01-30,2,On-Time,0,None,January,4,Sunday
AMZ-01305,2024-01-29,Hamburg-WAR,Munich,DPD,Networking Equipment,611.7,22.7,60.94,3,2024-02-01,2024-02-01,3,On-Time,0,None,January,5,Monday
AMZ-01306,2024-01-29,Berlin-WAR,Hannover,FedEx,Electronics,249.3,30.0,36.93,2,2024-01-31,2024-01-31,2,On-Time,0,None,January,5,Monday
